Text,Predicted Class,Prediction Score,Highestest Toxicity Class,Toxicity Score
"caw 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek big black cawk 
 i liek",toxic,0.9903087,identity_hate,0.985344
poooooooooooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooo ooooooooop,toxic,0.0001324022,obscene,3.0965897e-05
"Had to tell his boyfriend, this is a lynch mob, you people can't own the Brett Favre page and you have to realize I'm not starwars1955 and that Brett's stats that I'm updating have to eventually be updated, the many errors on the page can't stay there forever and your to uneducated to look at my edits and see if they are correct, which they are, cause you are more concerned with reverting and crap, you are horrible wikipedians, more like immature kids with too much time on there hands that are single handadly ruining the Brett Favre page by allowing countless errors to remain on the page and it's so unorganized from the original makeup of the record books and stats that everybody visiting the page are laughing their butts off, congratulations, good job,  4 Brett Favre",insult,0.00012070373,insult,0.00012070373
"Hello? Are we seriously calling the media trustworthy?!?!!?!?!? They lie about celebs lives, they make the world seem like it's more dangerous than it really is and it just lies. Thats what they do to get attention, barely anyone tells the truth! It's all about selling papers and thats what they do! They lie cause it makes things more interesting! People got to get a mind for themselves and find out what stuff really is!! All stereotypical labels are somehow wronged and so are music genres! Seriously people, learn before you label.....",toxic,0.41877016,insult,9.132236e-05
""" 

 It's odd to see this 76 guy criticize a harmless Jesus joke as """"blasphemy"""", and then engage in gutter language which I strongly doubt Jesus would approve of. But then, he approves of Jack Rabbit snearing at the rules, so a pattern is beginning to emerge. ← '''' → """,obscene,7.438792e-05,obscene,7.438792e-05
"::::You reckon? There are loony wannabe Holmes all over the USA just waiting for their 15 seconds of fame. Non-notable, pathetic copycat dross. Begone!",toxic,0.9937424,insult,0.0044578393
""" 

 == Lack of a Section Regarding the Royal Rooters == 

 I have to ask why there is no section regarding the Royal Rooters, the fan organization that formed in the late 19th century. The history of this organization ties in closely with early Red Sox Nation, and with baseball's history in general. I suggest that that article be merged with this one, or that this article have at least a small section regarding both the Rooters from the late 19th and early 20th century, as well as the modern Royal Rooters of Red Sox Nation.  

 :Why? There's an article for both of them (see Royal Rooters, Red Sox Nation), there's no need to paste that information here    

 == Proposed Merge == 

  

 Since I don't see any discussion on the proposed merge (of merging Red Sox Nation into Boston Red Sox) by X3210, I will start it off. 
 *Strongly Oppose - Red Sox Nation should not be merged. The term for the group of fans is notable (it is mentioned in all types of media, ranging from national (ESPN) to local). There is no reason as to why they should be merged. Red Sox Nation is a term used to describe the fans, whereas the Boston Red Sox article is about the team. -  
 *Oppose - per Zomic13 and frankly I ready don't think the merger template should had even been added before a discussion had even begun with the reasons.▪◦▪  
 *Oppose per both above. I removed the template; if and when someone takes the time to make a case for merging, they should feel free to add the merge template back in. -  
 *Oppose. No reasons given for merge. While I'm sure I could come up with a few, the onus is on the nominee to actually come up with something before meaningful discussion can begin.   •   
 *Merge. The fans, and type of fans, are arguably the most important part of the team. No fans = no team. For a similar discussion see Talk:New York Yankees#Merge Yankees Universe.   
 *Do not merge.  Both articles are well written, sourced, and the Red Sox article is already way too lengthy.  Leave them both alone.   |   
 *and on another note..., I would like to see the sections titled """"2004 Season"""" and """"2007 season"""" drastically reduced to avoid the perception of recentivism.  They both have """"main article"""" redirects, but then go on to tell the WHOLE STORY without pause.  Silly repetition of information, and a waste of server space.    The sox won 5 world series prior to 2004 and the attention given to them in contrast to the latest two championships proves my accusation of recentivism.  I'm not saying that the 04/07 teams aren't important.  They are, whether I like it or not.  However, in an article about a baseball team that is over 100 years old, these two seasons only account for about 2% of their existence. They deserve mention, some BASICS, then a redirect.   |   
 *I've removed the template seeing no reasons were given.  Its also worth noting that BrewCrewer initiated the """"discussion"""" on the Yankees talk page.   ()/  

  

 ==Grammar Fix== 
 Could someone who bothers to register change arised->arose  GMM 

 ==Fair use rationale for Image:Oldredsoxlogo.gif== 

 :Image:Oldredsoxlogo.gif is being used on this article. I notice the image page specifies that the image is being used under fair use but there is no [[Wikipedia:Fair use rationale guideline|explanation",obscene,0.00014402429,obscene,0.00014402429
""" 

 :: Then the fundamental issue of this page is that we disagree on the meaning of the name of the article. I tried to address this issue before, by suggesting it be renamed. I tried to say we split the page into two versions. The mystical practice that is based on quantum theory is a well documented practice. Therefor, it merits its own article. The objective criticism of the phenomenon of psudoscience and metaphysics, may warrant its own article. That is why I suggested you go to Quantum metaphysics and fill it out to your hearts content. Why? Because you can theorize, parraellize, sillogize, and deduce scientific basis into metaphysical concepts which are not related to the philosophical practice of quantum mysticism.   """,obscene,7.8781064e-05,obscene,7.8781064e-05
"That's WP:CRYSTAL trying to guess the future. The game could perfectly bomb on the release. Bigger sacred cows have fallen. Wait until the game is released and has broken some selling records, and then bring the matter again, as you will have way better arguments.",obscene,6.333734e-05,obscene,6.333734e-05
"== LAST WARNING, JULIE == 

 SUCK MY DICK!!!",obscene,0.99992144,obscene,0.99992144
""":You seem to be a bit confused about the concept of """"sustainable"""" energy.  Coal is a fossil fuel taking thousands of years to be produced.  It can not be replenished at the same rate as we use it.  That is the very definition of an unsustainable resource.  Just because the mining industry thinks that calling a new method of coal clean makes true does not mean that is actually the case.  This article is as balanced as you can get concerning such a flawed concept. It presents the ideas behind the concept while still presenting the very real and accurate criticisms of the concept.    

 """,obscene,5.1477007e-05,obscene,5.1477007e-05
"::I've made the additions I suggested above, though the playing style section could use a bit more fleshing out before FAC.  Do you have any good local resources available?  I've also listed the article at WP:GAN, as I think it is ready at least for a good article review.",obscene,7.7671604e-05,obscene,7.7671604e-05
""" 
 ::: I've uploaded a number, but it isn't as if I've got a heap of 30 year old profile images kicking around; this isn't an art site, and generic action shots aren't particularly article-suitable.   """,obscene,0.00017177241,obscene,0.00017177241
"""}"""" style=""""background:  #5959AB; border: 1px solid #aaa; margin: 0 auto;"""" 
 |- 
 |  
 | Thank you for your support of the [[Wikipedia:Article Improvement Drive|Article Improvement Drive]].This week Hurricane Katrina was selected to be improved to featured article status.Hope you can help… 
 |} 
 """,obscene,4.9398473e-05,obscene,4.9398473e-05
"==Neutrality?== 
 The final paragraph is sincerely meant, but is it neutral?  Someone less enamored than I will have to neuter it. ;-)",obscene,6.5263615e-05,obscene,6.5263615e-05
""" 

 == Largest primate ever-Robert Wadlow? == 

 I'm just wondering in terms of the largest primate subject ever found, in comparison to the case of the largest living elephant ever documented. would Robert Wadlow be considred the largest primate ever documented? he was 8'11"""" and weighed more than 400 pounds. has there ever been a cotemporary individual primate larger than this that has been found?  """,insult,4.2894237e-05,insult,4.2894237e-05
":That seems like a sensible solution, keep up the good work!",obscene,5.354553e-05,obscene,5.354553e-05
"Please do not add unsourced or original content, as you did to Battle of the Bulge. Doing so violates Wikipedia's verifiability policy. If you continue to do so, you will be blocked from editing Wikipedia.     
 :If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.",obscene,3.354304e-05,obscene,3.354304e-05
"== Rape? == 

 Ok, while the Prince having sex with the Princess while she's in a coma would be rape in real life, was it seen as rape in the fairy tale?",toxic,0.97742236,obscene,0.021261504
"Jesuism, Jesusism and Jesuanism",insult,6.508549e-05,insult,6.508549e-05
i love to fuck,obscene,0.9998029,obscene,0.9998029
AW the chick croaked.  That just sucks!,toxic,0.9997116,obscene,0.96496403
"== COIN proposal == 

 Hi, Ghen, now that you've successfully gotten yourself unblocked and obtained an appropriate username, I will introduce myself. I am the editor who posted the problem to COIN here. If you wouldn't mind, please read the proposal I made going forward and see what you think. You can respond here on your Talk page. Thanks.",obscene,4.660186e-05,obscene,4.660186e-05
"*Thank you and cheers,",obscene,7.5721786e-05,obscene,7.5721786e-05
":Please do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.    ",insult,6.600826e-05,insult,6.600826e-05
"::Quit being a dick, Bobblehead.  I know Wikipedia's guidelines plenty well (including 3RR; you having seen my warning of others users elsewhere, you're well aware of this ), and I won't be reported.  Again, spare my Talk page of empty posturing and baseless warnings, please. )",toxic,0.99971753,obscene,0.9350827
":::I went ahead and placed the tags since proposed deletion does give you seven days to improve the article, and it had been nearly a month since the article's creation. But since you're happy to keep working on the article in your userspace there doesn't seem to be any problem ). Note that the current deletion tag in no way prevents you from putting the article back if you want, even if the page does get deleted for the time being - I'm sure you already knew that. 
 :::(...maybe we could share? ;))",obscene,0.000111805224,obscene,0.000111805224
== Your edits to SpongeBob episodes. ==,insult,4.4784352e-05,insult,4.4784352e-05
::::What about something easy for nonprogrammers like a BASIC language?,insult,0.00015214687,insult,0.00015214687
"== Help with Oriya language == 

 Good day! Could you help me and provide Oriya translations for the following 100 basic word in your native local variety (dialect) (and indicate please of which location). If there are synonyms or known dialectal variants provide them with comments if possible. Also please indicate if you know that certain words are borrowing. You can fill in right here using either IPA transcription or some other Roman/Latin spelling. Thank you in advance!  

 * I, me –  
 * thou (you, singular) –  
 * we –  
 * this –  
 * that –  
 * who? –  
 * what? –  
 * not –  
 * all –  
 * many –  
 * one –  
 * two –  
 * big –  
 * long –  
 * small –  
 * woman –  
 * man (adult male) –  
 * man (human being) –  
 * fish –  
 * bird –  
 * dog –  
 * louse –  
 * tree –  
 * seed –  
 * leaf –  
 * root –  
 * bark (of a tree) –  
 * skin –  
 * meat (flesh) –  
 * blood –  
 * bone –  
 * fat –  
 * egg –  
 * horn –  
 * tail –  
 * feather (of a bird) –  
 * hair –  
 * head –  
 * ear –  
 * eye –  
 * nose –  
 * mouth –  
 * tooth –  
 * tongue –  
 * claw (nail) –  
 * foot –  
 * knee –  
 * hand –  
 * belly –  
 * neck –  
 * breast(s) (of a woman) –  
 * heart –  
 * liver –  
 * drink (verb) –  
 * eat (verb) –  
 * bite (verb) –  
 * see (verb) –  
 * hear (verb) –  
 * know (verb) –  
 * sleep (verb) –  
 * die (verb) –  
 * kill (verb) –  
 * swim (verb) –  
 * fly (verb) –  
 * walk/go (verb) –  
 * come (verb) –  
 * lie (down) (verb) –  
 * sit (verb) –  
 * stand (verb) –  
 * give (verb) –  
 * say (verb) –  
 * sun –  
 * moon –  
 * star –  
 * water –  
 * rain –  
 * stone –  
 * sand –  
 * earth –  
 * cloud –  
 * smoke –  
 * fire –  
 * ash –  
 * burn (trans. verb) –  
 * road (path) –  
 * mountain –  
 * red –  
 * green –  
 * yellow –  
 * white –  
 * black –  
 * night –  
 * warm (hot) –  
 * cold –  
 * full –  
 * new –  
 * good –  
 * round –  
 * dry –  
 * name –",insult,5.389049e-05,insult,5.389049e-05
"== Languages == 

 The languages should be listed alphabetically. There is no sensible reason not to do so. If I am wrong, please say why. In any case, stop edit warring and start discussing if you want to prove your point.",obscene,5.7605055e-05,obscene,5.7605055e-05
""", 12 January 2012 (UTC) 
 ::::But if you expand that graph in time a little, you'll see that there were comparable page views under the """"Piano Sonata No. 14 (Beethoven)"""" title, as well. I'm on the """"Moonlight Sonata"""" side here, and I'm not saying that the graph doesn't help - I just don't think we can make an easy pronouncement on the effect of the title change. Again, though - someone better at stats than me is welcome to help out!   02:06""",obscene,5.653593e-05,obscene,5.653593e-05
""" 
 {| style=""""background-color:#F5FFFA; padding:0;"""" cellpadding=""""0"""" 
 |style=""""border:1px solid #084080; background-color:#F5FFFA; vertical-align:top; color:#000000;""""| 
 {| width=""""100%"""" cellpadding=""""0"""" cellspacing=""""5"""" style=""""vertical-align:top; background-color:#F5FFFA; padding:0;"""" 
 | Hello, Ncgardino1, and Welcome to Wikipedia! Thank you for  to this free encyclopedia. If you decide that you need help, check out Getting Help below, ask me on , or place  on your talk page and ask your question there. Please remember to sign your name on talk pages by using four tildes (~~~~) or by clicking  if shown; this will automatically produce your username and the date. Also, please do your best to always fill in the edit summary field with your edits. Below are some useful links to facilitate your involvement. Happy editing!    
 |} 

 |} 
 |}""",obscene,7.271399e-05,obscene,7.271399e-05
"""""""Fuck Dre, tell that bitch he can kiss my ass"""" 

 http://www.pacandbig.com/2pac/lyrics/Until%20The%20End%20Of%20Time/CD1/02%20-%20Fuck%20Friendz.txt 

 """"No longer Dre Day, arrivederci 
 Blown and forgotten, rotten for plottin Child's Play 
 Check your sexuality, as fruity as this Alize 
 Quick to jump ship, punk trick, what a dumb move 
 Cross Death Row, now who you gon' run to? 
 Lookin for suckers cause you similar 
 Pretendin to be hard, oh my God, check your temperature 
 Screamin Compton, but you can't return, you ain't heard 
 Brothers pissed cause you switched and escaped to the burbs 
 Mob on to this new era, cause we Untouchable 
 Still can't believe that you got 'Pac rushin you 
 Up in you, bless the real, all the rest get killed 
 Who can you trust, only time reveals  toss it up!"""" 

 http://www.pacandbig.com/2pac/lyrics/The%20Don%20Killuminati%20The%207%20Day%20Theory/03%20-%20Toss%20It%20Up.txt 

 """"LA, California Love part motherfuckin Two 
 Without gay ass Dre"""" 

 http://www.pacandbig.com/2pac/lyrics/The%20Don%20Killuminati%20The%207%20Day%20Theory/04%20-%20To%20Live%20&%20Die%20In%20L.A.txt 

 This is some fake poser tryin to be Pac called """"The Realest"""". 

 ==Albums that need to be added to future projects== 
 50 cent's album Curtis, Kanye Wests album Graduation, T.I's upcoming album T.I vs. T.I.P and D12's upcoming untitled album.  

 == Blood? == 

 Dr Dre is not a blood! He is a studio gangster!!!! LOL —The preceding unsigned comment was added by   . 

 He never commited no crime in his life,but he rocks.  

 So he is a fake ass studio gangsta. Why he raps about doing crimes if he didn""""t do anything. He is fake. 

 No he got bailed out of jail by Eazy-E to produce for ruthless records or something like that. He has commited crimes in his life. I'll try to get a source if necessary but Dre does have street credibility  

 Why Eazy E and 2pac said that Dr Dre is gay? And Eazy said that Dr Dre have not comited any crimes. So please get a source that says that Dr Dre has comited crimes. LOL 

 """"Dr. Dre straight busta neva broke a law in his life"""" 

  http://www.sing365.com/music/lyric.nsf/Wut-Would-You-Do-lyrics-Eazy-E/9F697B94D870B3A848256EA000099926 

 http://www.youtube.com/watch?v=lQC6cnkFBBY 

 Dr Dre is a studio gangsta and he is not a blood!!!!! 

 No one ever said Dre was a blood I don't know where you are getting that from. He was never in a gang and never claimed to be. He has been arrested and been to court however. Why are you citing an Eazy E verse, are you a complete idiot? Since when do rapper's lyrics subsitute for fact, especially in a diss song. Eazy E isn't any more of a """"gangsta"""" than Dre is. All he ever did was sell a few ounces. In fact no one from N.W.A. was in the crips or bloods. And Eazy-E and 2pac calling him gay means nothing. That's what rappers do when they've got beef. 2Pac was never in a gang either, unless you count hanging out with Suge. Btw did you know 2pac did ballet as a kid? Bottom line is, Dre is a dope producer. 

 I agree with the guy above, if you are stupid enough to take lyrics from diss songs seriously then you are sad. Tupac was only pissed at Dr. Dre because he left Death Row, because Dre was smart and knew something bad was about to happen sooner or later, and something bad did happen. 'Pac died, Suge got jailed, Snoop left, Kurupt left, everyone else left, after that they started to release albums that didn't even go Gold, so I guess it was a great move by Dre. However, Death Row was like a family and when you left that family everyone would turn against you, that is why Suge, 'Pac, and all these other guys like Tha Realest or J-Flexx (these 2 joined Death Row after 1996) started to release songs to diss Dre, and not only him, they were pissed at Snoop too, Tupac stopped talking to Snoop Dogg after he said he respects the people from Bad Boy, so it wasn't just against Dre. Also, Dr. Dre was never a Crip or a Blood, I don't know why people think he was in a gang, but for whatever reason you people think so, it is wrong, so stop claiming he is. Then after everyone left Death Row Suge started to hate on everyone, and that's what he's still doing, hating, because he knows he won't release another album that will sell over 100 copies ever again. Another thing, Dr. Dre is not gay, Jesus, he has a wife, he has like 13 kids, don't believe everything that Eazy says,",obscene,0.9971342,obscene,0.9971342
"== Homophobia=bad == 

 I wonder what's with the homophobia? Next you'll be calling me a kike. I hate homophobes -/. P.S. Leave Evil Monkey, JCarriker, and NickBush24 alone. And vandalize my page in a more clever way next time.",toxic,0.9979259,identity_hate,0.6567787
"== Hey you, fucken knucklehead! == 

 I insist on an explanation from you for what reason you blocked me on Albanian Wikipedia! Phew, I think that I will have to sort you out!",toxic,0.9999882,obscene,0.9998394
Thanks!  You are such a good mentor to have. I will try to figure all that out and make it into my standard practice.-,toxic,0.013265378,insult,0.0011736909
"Saurabh:- 

 jaan dewana bana dete ho. pagal kar dete ho apne jaanu ko..... kha jaoonga sacchi muuuuahhhh",toxic,0.0018415966,insult,0.00060254533
"== Sorry == 

 I did not mean for the link to Oasis Academy: MediaCity: UK to be an advertisement, just a link to show where I got my information from and to prove its existence. I thought the link was meant to be placed there. I wouldn't want to advertise it, I go to the school at the moment and it's rubbish!",toxic,0.008430132,obscene,0.0029070058
Too bad America didn't matter in the first world war and no one gives a rats ass.,toxic,0.9999883,obscene,0.99998367
scruff323 smells like poo poo!,toxic,0.9868036,insult,0.07715073
"== Henry == 

 FUCK OFF YOU CUNT",toxic,0.9999999,obscene,0.9999869
"==Alexis Gounaris== 
 Cheeky time wasting loser. You're the one obsessively deleting my edits, because you don't have the wherewithal to write anything constructive of your own. Resentful little man with a king size chip on the shoulder. I think I can guess where You're from!",toxic,0.1846609,insult,0.04637962
""" 
 ::::::Selective quoting. They said """"Slovak government would review its stance only if some fundamental changes in Kosovo's position in accordance with the international law were made."""". So it's like saying Serbia will recognize Kosovo if ... blah blah.   """,toxic,0.5600143,obscene,0.04952675
"== Kosovo – United States relations == 

 Hi there. I'm reverting you at Kosovo – United States relations because your edits are not sourced, seem to contain original research and are not neutral. Oh and by the way, I'm Albanian. Cheers. kedadial  
   	  
 * Congratulations on being Albanian!!! I am Human being from planet Earth...and my condolences to you because thats not something to be proud about,because if all of your personality is defined by being Albanian you are not so colorfull individual at all,but quite boring one...and regarding your article it was funny in the first place and i made it even funnier by ridiculousing it to emphasize it ridiculousness...i am sad to live on this planet with petty little souls like yourself...Have a nice day in your prison head!",toxic,0.8286932,insult,0.0008802547
"==Attacks in == 
  Please do not make personal attacks. Wikipedia has a strict policy against personal attacks. Attack pages and images are not tolerated by Wikipedia and are speedily deleted. Users who continue to create or repost such pages and images, especially those in violation of our Wikipedia:Biographies of living persons policy, will be blocked from editing Wikipedia. Thank you.",obscene,6.288681e-05,obscene,6.288681e-05
"==My apologies== 
 I apologize for aggressively trying to get you to address policy concerns regarding the long running edit-war over the use of primary sources. Can I assume that you made all the reverts without an edit summary of any sort (            ) out of anger? If so, I'm sorry that my actions got you so worked up.",insult,0.000542008,insult,0.000542008
"*****Understood, but as I indicated, freedom of speech and freedom of religion at least in Germany directly intersects with Scientology and probably at least a few other NRMs, so there is apparently more than a bit of an overlap there.",obscene,7.299273e-05,obscene,7.299273e-05
And you were right: I mentioned the wrong publication by Bangs. So sorry about that! I stand corrected and do apologize for all the confusion!,insult,0.0008705374,insult,0.0008705374
":Other parts of the article are equally bad. This needs major work, particularly with syntax and punctuation. There are parenthetical statements with no clear reference...very tough to read.",obscene,7.5477394e-05,obscene,7.5477394e-05
""" 

 == SSB, CW etc on ham H/T == 

 """"All mode"""" portables like the Tokyo HyPower HT750 are rare exceptions and never caught up. 99.95% of all ham HT transmit only FM, although many can receive all modes. Even AM is not supported, while it is standard for airband and older CB walkie-talkies. Unless we include radios like FT-817. We should change wording to somewhat.  
   """,insult,6.3858664e-05,insult,6.3858664e-05
""" 

 :It means I started the English language article, yes. I can rename that """""""" to """"Articles I have started"""" if it's really important to you, but I don't think that should be necessary. I try to acknowledge that many articles I've started were mostly done by others. Rowland Brown being an example. I may add that to more.  """,obscene,0.00011215867,obscene,0.00011215867
"== FFP Pill and IUD == 

 Panatacial, do you approve of the pill/iud would you be happy if your wife would use either? I say wife as a Christian who is not a hypocrite, you would be a virgin and not have pre marital sex",toxic,0.99121875,insult,0.011880989
"::I'll survive it. As I said on Brew's page, I think it's been fair. Kurt is Kurt and will find a reason to oppose almost anyone, Le Grand Roi and I tend to be on opposite sides of AfDs and so I'm not surprised there, DGG raised a good question and while I don't agree with the AfDs Icewedge selected, s/he acknowledged that it wasn't a full analysis so c'est la vie. I learnt some fun stuff today  Wikipedia:Deletion today, which was a log I never knew, and am in general enjoying it. Thanks for the kick in the ass to do it. Have a good evening, hope your Twinkies do better  Ian Kennedy once again let the Yankees down.",obscene,0.51903635,obscene,0.51903635
""" 
 :::you are very welcome   """,obscene,5.9697824e-05,obscene,5.9697824e-05
This article is the definition for a very controversial name used for a particular geographical place. Many History and War Study books refer to the land as Kurdistan. It is important for readers to understand that the term only is an unofficial name for the southeastern part of Turkey densely inhabited by Kurds.,obscene,7.328803e-05,obscene,7.328803e-05
":Good idea, gave it a try:",obscene,7.961438e-05,obscene,7.961438e-05
"I don't understand why you admins poke your noses in the matter of terrorists activity,,,, MQM is a party of terrorist... if you dont want to spread through your pages,,, fuck you. write there they are terrorist... they recently killed two in karachi...",toxic,0.99995387,obscene,0.9991898
""" 
 I sorry. I was trying to be snappy and vibrant. I am ashamed and suitably sobered. THankyou.  Speak your beautiful, atrocious mind!!!! """,insult,5.753972e-05,insult,5.753972e-05
""" April 2015 (UTC) 
 :*IHTS, FTLofG, can you please just STFU every now and then? Ched is a lot of things, but this isn't pompous or patronizing, and his intent is a hell of a lot better than yours appears to be. (Your correction is patronizing, and your correction of Montana's """"more fierce"""" is not a correctionunless you're a pedantic prick. Which I am sure you're not.)Eric! How's it going! I just read the Arb Enforcement page, or whatever it's calledthat was a shitty thread and it's over, and that's all there is to it. Just stay away from LB: it goes away. I just read her talk page, and I don't think I'm among the 5,000 others who were pinged (A+ for talk page contributions after block), so my ignoring that editor seems to be working. Also, I have been reading lots of books and lots of poems, and doing lots of really poor teaching; my drop in edits on This Valuable Project is not bad for the soul. Happy days to you; I hope the ferrets are well. The chickens (we have two now!) send your carnivorous creatures a big fat """"fuck you"""", all in the expectation that those critters will never discover my home address. Be well, dear friend.   03:26, 29""",toxic,0.95200765,obscene,0.05153251
